N,P,K,pH,EC,OC,Cu,Fe,Mn,Rainfall,Humidity,Temperature,Label
479.5,48.7,44.8,6.8,0.08,0.92,0.49,13.5,4.1,73.13,74.03,16.6349,Mustard
347.6,31.5,91.8,6.8,0.06,0.57,0.51,12.8,3.8,63.98,75.65,21.17,Mustard
578.9,36.4,69.4,6.7,0.05,1.1,0.36,12.1,3.5,53.38,72.29,17.2725,Mustard
445.1,34.5,100.8,6.6,0.09,0.83,0.34,13.1,4.7,56.66,59.98,21.5316,Mustard
493.5,79.3,126.5,6.2,0.1,0.96,0.31,12.8,4.1,85.02,74.01,21.9666,Mustard
593.5,35.7,85.1,6.0,0.09,1.5,0.28,14.1,4.6,75.62,56.84,19.0611,Mustard
586.4,45.1,86.3,5.8,0.13,1.6,0.35,13.6,3.8,60.66,72.29,19.8887,Mustard
271.3,37.1,101.7,6.1,0.12,0.42,0.31,12.9,3.5,58.25,56.1,22.3813,Mustard
579.5,38.5,131.5,6.4,0.16,1.1,0.41,11.5,3.9,91.17,64.06,19.2141,Mustard
547.8,43.2,74.8,6.3,0.15,0.87,0.48,12.5,4.8,72.26,64.64,15.523,Mustard
583.4,41.5,121.5,6.6,0.13,1.2,0.39,13.7,5.1,63.84,66.12,22.4544,Mustard
587.5,33.4,103.8,6.8,0.12,1.3,0.28,9.8,5.4,65.3,70.07,19.5483,Mustard
478.3,19.8,118.5,6.9,0.11,0.89,0.22,8.9,4.3,50.83,66.59,19.2592,Mustard
591.5,16.5,130.5,7.1,0.08,0.95,0.29,11.5,3.6,75.59,65.05,17.8708,Mustard
576.5,28.9,115.2,6.9,0.14,1.1,0.31,11.5,4.1,50.55,69.25,17.6881,Mustard
541.5,29.1,111.2,7.1,0.12,0.89,0.36,12.9,4.8,80.65,65.22,16.3523,Mustard
557.5,12.8,109.8,7.4,0.11,0.96,0.37,13.6,3.9,69.75,67.01,19.952,Mustard
489.8,14.5,98.9,6.8,0.09,0.75,0.29,10.5,10.5,73.33,66.27,20.1348,Mustard
439.2,16.6,98.6,6.4,0.08,0.79,0.33,11.2,11.2,71.49,69.75,22.7065,Mustard
445.1,11.5,84.5,6.9,0.09,0.84,0.41,12.9,12.9,58.92,68.88,22.3401,Mustard
568.9,21.2,98.9,6.2,0.13,1.098,0.4,12.7,12.7,63.32,72.11,17.572,Mustard
561.5,29.5,115.2,7.1,0.12,0.93,0.45,11.5,11.5,55.01,69.17,16.3892,Mustard
521.5,23.4,107.9,7.3,0.17,0.9,0.42,11.2,11.2,71.81,67.21,17.9679,Mustard
575.8,12.8,145.8,6.5,0.14,1.08,0.31,10.6,10.3,73.1,68.51,16.7218,Mustard
412.5,13.5,125.1,7.1,0.13,0.28,0.48,13.5,4.1,81.52,66.66,15.7481,Mustard
478.9,18.9,129.9,7.6,0.11,0.84,0.45,12.6,4.3,61.64,70.02,21.0187,Mustard
404.5,21.4,138.5,6.4,0.09,0.79,0.36,13.5,3.8,65.85,73.74,16.5854,Mustard
489.5,22.7,131.5,6.8,0.07,0.95,0.47,12.1,3.6,67.61,72.28,17.3848,Mustard
515.6,25.2,115.8,7.3,0.08,0.92,0.31,11.6,3.7,57.52,68.66,20.4843,Mustard
589.5,31.5,121.3,7.1,0.12,1.1,0.45,10.9,4.1,75.46,74.44,16.9484,Mustard
595.2,36.5,108.9,7.0,0.11,1.4,0.35,9.8,3.3,63.61,67.8,20.0235,Mustard
586.2,35.4,115.8,6.5,0.15,1.2,0.31,9.7,3.1,62.27,58.37,20.4733,Mustard
541.2,78.9,187.0,6.4,0.17,0.93,1.6,16.7,4.2,72.72,57.04,15.6126,Mustard
589.7,84.2,339.3,5.6,0.09,1.4,1.2,17.8,3.8,61.02,60.14,17.23,Mustard
594.2,98.5,239.6,6.4,0.1,1.5,1.9,18.6,4.7,76.22,64.27,18.7506,Mustard
489.4,30.9,187.0,5.4,0.07,0.95,1.5,16.1,3.4,55.71,57.2,15.7674,Mustard
314.5,15.1,274.7,7.4,0.11,0.56,0.34,17.2,4.2,64.29,70.56,22.4285,Mustard
307.1,14.5,521.1,7.5,0.19,0.76,0.37,13.2,5.17,69.6,67.72,15.4923,Mustard
216.5,13.4,389.4,7.3,0.12,0.31,0.32,12.8,7.89,62.07,59.21,18.7193,Mustard
250.8,13.6,85.4,7.6,0.19,0.17,0.17,16.31,4.8,73.36,62.69,21.0857,Mustard
376.4,17.5,372.1,7.2,0.22,0.16,0.11,14.3,8.4,62.57,73.67,16.4415,Mustard
308.5,31.4,325.1,7.4,0.14,0.33,0.54,11.8,6.21,69.26,70.04,20.6349,Mustard
376.5,38.5,373.4,7.2,0.11,0.45,0.56,15.4,8.15,64.74,75.78,20.6065,Mustard
376.8,10.4,96.7,7.4,0.02,0.72,0.82,17.1,6.8,55.59,75.79,18.6775,Mustard
289.7,19.7,325.6,7.2,0.24,0.75,0.19,13.2,4.29,76.76,71.4,15.1038,Mustard
294.5,43.5,494.2,7.1,0.09,0.47,0.61,16.7,7.26,82.78,60.9,20.7562,Mustard
156.8,38.8,86.4,7.5,0.12,0.14,0.27,14.3,5.29,58.54,76.72,20.546,Mustard
313.6,28.4,341.5,7.8,0.09,0.65,0.48,14.5,4.5,69.01,77.55,18.0632,Mustard
289.4,26.9,346.5,6.7,0.1,0.47,0.46,12.5,3.5,49.63,64.39,15.0605,Mustard
246.5,31.4,387.4,7.2,0.08,0.38,0.56,11.5,5.2,67.47,75.76,16.6795,Mustard
289.4,26.4,313.5,7.4,0.07,0.32,0.61,13.5,3.8,68.2,74.25,22.6427,Mustard
212.4,23.5,386.4,7.3,0.09,0.71,0.23,10.5,4.2,56.2,70.9,21.0251,Mustard
346.5,21.8,279.4,7.1,0.07,0.56,0.35,11.6,5.1,60.59,66.84,21.8927,Mustard
389.4,18.8,251.4,7.0,0.09,0.64,0.41,12.6,3.7,73.67,74.16,22.5541,Mustard
416.5,16.5,268.1,6.8,0.06,0.54,0.48,14.5,4.6,55.69,74.9,18.8619,Mustard
345.5,18.5,294.5,6.7,0.05,0.36,0.27,15.9,4.3,64.41,65.41,17.4403,Mustard
186.4,23.4,283.4,6.6,0.08,0.37,0.68,13.5,3.8,75.75,56.82,19.5065,Mustard
346.4,21.4,334.5,7.2,0.08,0.61,0.47,14.1,4.5,78.78,71.84,21.8763,Mustard
347.4,28.9,286.9,7.8,0.09,0.54,0.36,13.1,3.5,63.83,71.82,20.9423,Mustard
223.5,31.4,234.5,7.9,0.1,0.38,0.64,12.5,4.6,55.76,64.93,15.3912,Mustard
289.5,30.4,156.1,6.7,0.09,0.45,0.36,15.8,4.1,54.27,61.74,18.2495,Mustard
276.5,29.5,138.4,7.4,0.07,0.47,0.47,16.1,3.5,74.01,70.21,19.8949,Mustard
206.8,29.8,541.5,7.4,0.15,0.31,0.37,12.7,4.89,79.08,75.43,17.785,Mustard
349.5,60.1,436.8,7.3,0.17,0.61,0.21,14.2,5.29,76.46,72.51,17.4825,Mustard
389.0,47.8,77.8,7.5,0.19,0.81,0.35,14.3,6.8,83.31,62.18,20.5156,Mustard
304.8,78.6,515.2,7.3,0.29,0.77,0.21,14.9,8.1,65.04,74.12,19.7284,Mustard
288.5,37.6,689.4,7.2,0.18,0.71,0.43,13.1,6.35,72.6,75.93,20.3261,Mustard
158.0,58.8,86.4,7.4,0.12,0.3,0.27,14.3,5.29,72.47,69.1,21.5322,Mustard
376.4,32.4,421.4,7.1,0.19,0.62,0.41,14.1,7.21,70.04,70.1,18.0303,Mustard
231.2,51.4,466.5,7.3,0.15,0.28,0.36,15.6,6.61,64.92,64.65,17.6438,Mustard
413.8,61.5,470.5,7.4,0.19,0.63,0.25,12.5,6.71,94.47,59.06,16.2062,Mustard
295.0,60.8,91.5,7.5,0.15,0.69,0.31,12.8,4.3,65.74,73.26,19.8002,Mustard
313.5,65.4,761.6,7.1,0.3,0.54,0.17,14.6,8.2,67.79,73.4,18.1867,Mustard
478.0,46.8,68.9,7.6,0.15,0.71,0.27,16.8,5.7,55.09,73.81,18.8087,Mustard
159.5,46.5,389.2,7.6,0.13,0.35,0.32,14.3,6.89,69.97,64.86,16.6018,Mustard
178.4,41.2,471.5,7.7,0.11,0.31,0.42,12.8,7.04,67.65,66.3,20.658,Mustard
158.5,67.8,425.6,8.1,0.18,0.27,0.38,16.5,5.08,61.68,67.53,19.7325,Mustard
376.8,73.1,504.1,7.4,0.18,0.7,0.24,14.5,5.41,75.24,60.6,18.4496,Mustard
316.0,64.8,93.5,7.3,0.14,0.51,0.62,13.7,7.5,72.12,76.67,21.3922,Mustard
289.1,89.4,560.0,7.1,0.19,0.72,0.15,13.0,8.5,70.48,68.43,16.0951,Mustard
433.5,28.4,167.5,6.6,0.07,0.61,0.54,13.7,3.8,80.73,70.26,20.7891,Mustard
467.4,38.4,148.1,6.5,0.07,0.63,0.38,12.8,5.1,88.63,72.22,18.7144,Mustard
389.4,35.1,189.4,7.1,0.08,0.54,0.29,11.5,4.7,58.55,65.66,16.387,Mustard
208.4,26.4,137.5,7.0,0.09,0.31,0.31,10.9,4.0,41.99,63.26,15.7017,Mustard
213.5,21.8,289.4,7.3,0.07,0.27,0.23,11.4,3.7,91.53,69.88,16.6121,Mustard
261.4,21.4,441.4,7.8,0.08,0.37,0.86,13.2,2.3,75.59,65.92,18.6555,Mustard
284.9,26.5,346.5,7.7,0.1,0.48,0.54,12.8,4.1,74.0,58.91,15.6457,Mustard
253.1,24.3,348.4,7.5,0.09,0.32,0.38,10.9,2.8,81.83,77.96,18.7572,Mustard
297.5,31.3,321.7,7.4,0.07,0.45,0.29,9.8,3.5,64.12,70.61,18.6826,Mustard
306.4,18.4,404.5,7.3,0.06,0.51,0.38,7.6,3.8,81.57,77.66,19.6147,Mustard
346.4,16.7,346.4,7.1,0.05,0.58,0.43,11.4,3.6,58.66,75.44,16.9747,Mustard
288.9,32.5,289.4,7.0,0.08,0.63,0.41,12.8,3.7,60.5,70.46,20.7987,Mustard
213.5,28.4,274.5,6.7,0.13,0.36,0.37,10.2,2.4,77.86,66.38,16.6491,Mustard
297.4,27.5,263.1,6.9,0.12,0.71,0.46,9.9,3.1,65.05,71.94,22.9129,Mustard
309.4,31.5,186.1,7.2,0.14,0.53,0.31,8.7,4.2,78.45,74.31,21.4931,Mustard
469.0,20.9,193.7,7.3,0.06,0.85,0.36,7.4,0.56,73.64,60.11,17.5323,Mustard
264.1,10.7,255.3,8.1,0.11,0.16,2.1,14.1,1.8,77.4,63.27,22.3192,Mustard
302.8,9.8,140.0,6.87,0.05,0.54,0.89,9.6,3.4,73.44,72.86,17.1093,Mustard
369.4,10.4,195.2,8.2,0.15,0.58,0.55,16.2,8.1,64.23,67.09,18.7102,Mustard
291.6,5.71,117.6,7.1,0.1,0.69,0.38,11.9,4.9,48.06,60.47,21.1967,Mustard
156.8,1.34,106.4,7.1,0.02,0.44,0.35,11.3,4.5,38.33,58.33,16.3283,Mustard
322.4,4.4,121.8,7.2,0.08,0.58,0.61,4.61,4.36,50.46,65.05,18.216,Mustard
329.3,7.0,133.3,7.3,0.08,0.61,0.71,5.1,5.01,50.62,61.24,16.8676,Mustard
578.9,14.1,87.3,8.0,0.33,1.4,0.36,14.1,4.5,49.99,64.34,22.4774,Mustard
387.6,19.1,120.9,7.5,0.02,0.55,0.38,9.8,4.1,44.11,65.7,19.2957,Mustard
371.5,11.1,100.8,7.0,0.03,0.51,0.41,7.9,5.6,48.43,61.77,18.1195,Mustard
328.9,26.1,137.7,7.7,0.06,0.44,0.39,8.5,5.1,49.6,67.5,20.3473,Mustard
278.9,14.1,128.7,7.2,0.08,0.42,0.33,10.1,4.2,59.06,57.92,22.8123,Mustard
345.6,9.6,143.8,7.4,0.06,0.67,0.31,9.5,3.8,57.76,68.43,22.2047,Mustard
242.9,13.9,121.9,7.3,0.07,0.41,0.36,11.5,4.1,55.58,66.07,22.0775,Mustard
591.4,94.8,406.5,6.3,0.14,1.4,1.34,16.1,4.8,46.75,57.7,17.7567,Mustard
624.5,53.4,392.1,7.7,0.11,1.3,0.49,24.6,7.1,61.72,69.57,15.4242,Mustard
581.5,23.8,154.5,8.1,0.32,1.3,0.34,12.9,4.2,56.68,55.09,15.4244,Mustard
246.1,83.4,379.8,7.8,0.11,0.46,0.33,18.4,4.6,55.37,60.75,15.5277,Mustard
348.2,9.9,113.1,7.9,0.06,0.76,0.46,11.2,5.3,68.91,66.89,17.8541,Mustard
586.4,19.7,448.2,8.2,0.05,1.7,0.43,10.9,5.1,55.61,60.56,20.6546,Mustard
431.2,10.8,176.9,6.8,0.03,0.89,0.51,12.4,4.7,62.7,67.36,20.2223,Mustard
414.5,9.4,79.5,7.1,0.09,0.86,0.49,13.1,4.2,60.1,67.89,21.5618,Mustard
589.7,7.9,133.5,7.9,0.09,1.2,0.86,11.4,2.9,65.14,62.81,19.7826,Mustard
321.7,45.5,134.4,7.6,0.09,0.46,0.41,9.63,6.71,63.45,63.45,22.1678,Mustard
147.8,7.7,134.4,7.4,0.02,0.15,0.56,5.02,0.78,35.79,62.25,18.7921,Mustard
313.5,28.9,257.6,7.0,0.13,0.69,0.31,7.28,2.7,62.52,59.06,17.2848,Mustard
258.5,8.4,156.8,7.5,0.03,0.36,0.61,9.0,2.47,59.71,55.54,17.136,Mustard
414.5,26.7,212.8,7.1,0.13,0.16,0.43,9.8,1.48,54.82,63.11,17.335,Mustard
414.5,17.8,48.1,6.9,0.07,0.64,0.51,6.47,2.58,76.32,68.5,22.7559,Mustard
476.8,13.8,128.8,5.7,0.04,0.81,0.89,26.6,1.2,53.58,55.71,17.8972,Mustard
489.5,23.0,168.0,6.3,0.06,1.05,0.15,4.5,0.81,51.58,67.97,16.1848,Mustard
576.4,18.1,224.0,5.1,0.18,1.33,0.71,17.0,1.45,60.69,65.96,19.6012,Mustard
416.8,31.1,112.0,6.0,0.07,0.58,0.88,9.4,1.42,54.03,64.94,15.7759,Mustard
158.9,17.7,201.6,7.5,0.03,0.28,0.12,9.0,0.34,75.03,69.38,15.7059,Mustard
588.6,29.4,224.1,6.8,0.09,1.65,1.03,8.0,1.41,61.35,57.9,21.1444,Mustard
578.9,17.6,208.9,6.7,0.08,1.23,1.06,4.6,1.21,49.96,67.88,20.88,Mustard
579.4,18.9,238.4,5.8,0.09,1.08,0.78,7.8,0.78,62.57,67.45,17.3424,Mustard
574.6,21.2,246.8,5.7,0.11,1.21,0.89,8.2,0.48,60.28,66.73,21.3839,Mustard
467.2,20.4,137.4,6.2,0.13,0.72,1.41,6.7,0.68,76.31,55.28,19.6729,Mustard
448.4,16.2,188.2,6.4,0.17,0.62,0.97,4.9,0.98,51.55,68.35,22.0121,Mustard
473.8,24.1,358.4,6.8,0.02,0.7,0.19,12.0,0.14,52.05,68.36,17.9836,Mustard
578.4,18.3,526.4,6.3,0.06,1.1,0.28,8.8,0.08,48.18,67.99,20.6706,Mustard
467.4,8.7,291.2,6.9,0.03,0.66,0.18,4.8,0.67,67.56,67.45,21.8409,Mustard
387.9,5.9,138.4,7.3,0.09,0.69,0.4,13.7,4.7,54.57,67.91,21.0679,Mustard
697.6,25.7,308.1,9.0,0.1,2.3,0.45,16.1,4.5,59.0,56.38,15.0729,Mustard
598.2,65.7,304.6,6.3,0.02,1.6,0.41,14.9,4.3,64.87,57.84,15.3168,Mustard
615.3,89.7,533.1,6.9,0.04,2.3,0.38,15.3,4.2,61.82,60.81,21.6191,Mustard
560.3,38.4,59.3,7.2,0.01,0.92,0.36,15.8,3.8,57.1,70.21,16.7636,Mustard
587.3,22.7,68.3,6.5,0.03,1.4,0.35,13.9,3.7,53.18,69.31,17.0889,Mustard
581.4,45.2,278.9,7.1,0.07,1.1,0.34,13.7,4.7,49.46,62.52,22.4487,Mustard
489.7,37.8,267.4,7.4,0.06,0.96,0.42,15.2,3.5,65.9,55.71,17.4856,Mustard
496.8,32.4,387.8,7.3,0.05,0.93,0.31,16.7,4.1,71.93,58.48,21.5067,Mustard
578.9,28.9,414.5,6.8,0.07,1.2,0.37,17.2,3.6,48.66,55.33,18.6128,Mustard
515.4,34.5,321.5,6.6,0.08,0.97,0.44,13.8,4.2,57.32,60.5,17.6428,Mustard
522.3,36.7,317.2,6.4,0.09,0.98,0.41,14.2,4.1,43.73,62.13,20.0588,Mustard
583.4,28.4,289.5,6.6,0.1,1.1,0.38,13.6,3.7,40.53,63.45,17.5743,Mustard
641.5,124.3,843.3,5.1,0.2,2.7,1.2,3.5,2.1,56.96,57.27,18.5286,Mustard
589.4,30.6,114.2,6.0,0.08,1.3,0.05,19.6,7.2,68.23,67.75,19.8679,Mustard
567.4,45.2,139.4,6.4,0.09,1.0,1.09,14.5,6.2,56.67,70.66,17.7168,Mustard
583.5,23.5,616.5,7.4,0.06,2.5,0.43,19.1,5.7,58.02,67.28,18.6728,Mustard
246.5,21.2,272.1,8.0,0.06,0.33,0.5,14.6,4.3,70.74,57.29,15.819,Mustard
248.7,9.4,84.4,8.0,0.17,0.25,0.43,12.5,3.7,58.39,67.04,15.0704,Mustard
467.7,51.8,291.2,7.8,0.14,1.1,0.36,11.4,4.3,78.07,59.54,21.9678,Mustard
206.9,16.9,138.1,8.1,0.15,0.91,0.31,11.9,5.2,66.03,66.13,21.6197,Mustard
389.6,10.6,212.8,7.8,0.07,0.52,0.49,14.7,5.1,63.09,60.96,19.0323,Mustard
518.2,24.8,47.1,7.6,0.05,0.98,0.42,18.1,7.2,63.39,59.5,15.5451,Mustard
155.3,22.4,171.3,7.7,0.04,0.11,0.43,16.7,6.2,61.34,56.15,20.8929,Mustard
275.5,9.9,77.0,7.7,0.07,0.38,0.41,5.0,1.0,66.66,64.68,17.1285,Mustard
271.4,9.58,74.8,7.8,0.06,0.37,0.69,8.0,4.9,60.26,69.34,22.9232,Mustard
313.6,15.8,171.4,7.8,0.07,0.86,0.84,12.4,3.14,58.16,68.42,22.3509,Mustard
282.4,16.4,188.8,7.4,0.09,0.51,0.89,13.8,3.33,56.37,60.56,19.2851,Mustard
278.8,22.8,109.5,8.2,0.1,0.57,1.14,11.4,2.18,71.73,65.14,22.6714,Mustard
446.4,37.2,376.0,7.7,0.07,0.89,0.47,9.81,6.0,60.2,68.8,22.9513,Mustard
446.4,37.2,376.0,7.7,0.07,0.89,0.47,9.81,6.7,60.25,68.27,21.8976,Mustard
376.4,22.4,212.5,7.7,0.07,0.97,0.78,9.8,4.18,60.65,59.72,18.1639,Mustard
389.4,28.4,180.4,7.6,0.08,0.88,0.48,4.8,3.12,57.14,58.51,16.1376,Mustard
433.5,37.4,276.7,7.8,0.05,0.66,0.54,12.1,3.18,60.76,60.5,15.2498,Mustard
313.6,28.4,284.6,7.8,0.08,0.86,0.46,7.14,3.18,60.2,67.43,21.4492,Mustard
528.4,24.8,288.4,7.4,0.03,1.48,0.96,10.14,6.18,42.89,56.82,16.1505,Mustard
549.8,13.5,100.8,8.9,0.05,1.05,0.74,6.0,0.4,72.28,58.55,22.4936,Mustard
488.5,7.9,145.6,8.0,0.06,0.75,0.82,9.0,0.56,53.2,63.72,22.3577,Mustard
417.8,12.4,112.3,8.9,0.05,0.69,0.9,9.0,0.46,59.52,58.83,15.6532,Mustard
376.4,35.4,145.6,8.5,0.04,0.16,0.57,16.0,0.26,53.78,68.14,20.7415,Mustard
304.5,21.5,168.1,8.6,0.04,0.42,0.64,12.0,0.46,66.41,66.78,20.8982,Mustard
376.4,35.4,145.6,8.5,0.04,0.16,0.57,16.0,0.26,59.47,70.59,21.4372,Mustard
312.8,12.3,134.4,8.7,0.03,0.43,0.78,4.2,0.44,31.45,63.09,21.3244,Mustard
567.7,15.9,123.2,8.8,0.08,1.5,1.8,18.4,0.62,57.29,63.19,22.8249,Mushroom
207.8,12.3,96.3,9.0,0.04,0.22,0.68,4.3,0.98,37.27,64.76,20.7156,Mushroom
212.5,16.7,393.6,8.9,0.06,0.31,0.52,16.0,0.32,56.24,56.68,15.8799,Mushroom
207.8,6.8,74.4,9.2,0.07,0.15,0.76,9.0,0.36,70.48,69.61,16.5801,Mushroom
346.5,8.9,313.0,9.2,0.59,0.75,0.3,9.0,0.48,52.75,66.28,16.837,Mushroom
301.3,47.3,249.5,8.0,0.08,0.54,0.43,15.0,6.1,61.23,56.85,17.6099,Mushroom
313.6,7.3,112.8,8.2,0.06,0.67,0.37,6.0,0.58,51.98,58.58,15.1312,Mushroom
289.4,6.6,107.8,8.4,0.09,0.45,0.48,8.0,0.56,56.89,62.44,21.0372,Mushroom
501.7,60.3,940.9,7.3,0.47,1.5,2.18,10.21,8.61,70.03,60.25,17.7623,Mushroom
376.3,35.5,600.5,8.6,0.08,0.89,0.57,16.0,3.05,72.15,57.1,17.4002,Mushroom
250.8,22.4,179.2,8.0,0.03,0.33,2.32,15.7,5.2,56.15,63.41,19.2464,Mushroom
188.1,12.3,156.8,7.7,0.07,0.48,1.3,14.5,8.3,77.94,57.72,16.1527,Mushroom
178.2,5.3,221.5,8.1,0.4,0.31,1.12,17.2,2.41,65.83,62.61,18.735,Mushroom
289.4,9.1,235.2,8.7,0.05,0.55,0.38,4.2,0.6,71.98,64.36,17.5962,Mushroom
156.8,22.8,268.8,8.4,0.04,0.1,0.36,15.0,0.62,71.72,56.82,20.1193,Mushroom
273.4,5.7,324.4,8.3,0.04,0.43,0.42,9.0,0.82,52.53,59.44,16.904,Mushroom
212.8,6.6,324.8,8.6,0.04,0.15,0.39,14.0,0.32,65.79,61.66,21.3031,Mushroom
215.7,6.7,67.2,8.8,0.04,0.13,0.38,15.0,0.42,55.65,67.12,20.524,Mushroom
250.8,20.4,121.8,8.4,0.05,0.31,0.32,5.17,0.47,71.97,60.83,18.5031,Mushroom
288.4,8.9,137.9,8.6,0.06,0.43,0.29,5.17,0.54,58.01,59.78,15.873,Mushroom
212.7,21.5,123.4,8.1,0.06,0.28,0.48,4.18,0.62,47.13,60.86,22.473,Mushroom
250.1,16.7,234.5,8.0,0.03,0.27,0.42,6.0,0.58,62.04,60.56,17.6992,Mushroom
343.5,33.4,443.8,7.9,0.04,0.51,0.37,5.16,0.48,51.22,57.7,18.8753,Mushroom
227.8,8.7,187.4,7.6,0.08,0.23,0.35,4.18,0.39,46.24,61.0,16.4162,Mushroom
288.4,33.4,423.4,8.3,0.09,0.43,0.41,5.12,0.74,63.86,59.97,22.456,Mushroom
304.5,31.4,381.4,8.2,0.1,0.52,0.32,6.18,0.94,58.06,55.32,16.591,Mushroom
309.5,61.1,176.3,8.5,0.05,0.79,0.72,14.0,0.46,41.56,67.5,22.876,Mushroom
343.4,27.4,279.4,8.4,0.03,0.41,0.37,8.0,1.48,60.08,58.18,16.9677,Mushroom
489.5,4.7,134.4,8.7,0.04,0.82,1.0,4.3,0.34,65.1,65.24,20.593,Mushroom
203.4,10.4,213.4,8.6,0.04,0.23,0.35,7.14,3.12,41.43,61.12,18.1667,Mushroom
158.5,13.4,207.4,8.5,0.05,0.33,0.31,6.23,2.17,38.02,63.06,20.4809,Mushroom
558.9,23.4,145.6,9.2,0.04,1.42,0.6,9.0,2.1,52.33,60.14,19.6434,Mushroom
237.2,12.9,53.6,7.6,0.09,0.56,0.98,10.9,8.9,63.55,64.11,18.2383,Mushroom
278.8,22.8,109.5,8.2,0.1,0.57,1.41,11.4,2.18,34.23,56.31,20.5977,Mushroom
298.4,18.8,111.8,8.1,0.12,0.79,0.94,12.4,3.17,62.18,56.58,20.2459,Mushroom
287.4,17.6,198.4,8.0,0.09,0.81,0.76,11.58,2.14,63.64,59.02,17.1771,Mushroom
549.6,7.4,119.3,6.0,0.06,1.12,0.3,9.4,0.88,47.35,58.64,22.4379,Mushroom
392.3,4.6,83.6,6.3,0.06,0.62,0.17,7.3,1.06,61.28,69.42,21.2487,Mushroom
158.4,20.7,78.4,6.6,0.04,0.39,0.62,6.6,2.5,48.84,66.82,17.8961,Mushroom
150.4,31.6,85.1,6.3,0.02,0.3,0.54,5.6,2.6,54.14,60.1,22.8393,Mushroom
125.6,40.1,86.8,7.6,0.11,0.15,0.26,6.2,1.35,64.63,70.15,15.0435,Mushroom
138.5,31.4,112.0,7.3,0.09,0.22,0.31,4.8,1.3,58.56,61.34,15.5666,Mushroom
282.3,73.2,125.4,7.7,0.12,0.4,0.9,7.0,1.7,52.17,61.81,20.205,Mushroom
264.2,74.5,168.0,7.4,0.38,0.36,0.88,12.2,4.4,44.35,67.46,20.3571,Mushroom
292.4,46.7,201.6,7.5,0.05,0.43,0.28,8.2,1.7,63.36,65.26,18.4569,Mushroom
516.5,81.4,537.6,7.3,0.11,1.0,1.8,10.4,2.2,60.25,67.04,19.7241,Mushroom
313.6,15.8,171.4,7.8,0.07,0.86,0.84,12.4,3.14,54.65,57.35,18.5445,Mushroom
278.5,18.9,441.8,7.7,0.08,0.74,0.76,16.7,2.18,56.47,57.41,16.9683,Mushroom
376.5,10.8,139.4,7.8,0.06,0.52,0.79,14.2,4.17,40.87,58.71,15.5036,Mushroom
282.4,16.4,188.8,7.4,0.09,0.51,0.89,13.8,3.33,54.78,57.1,21.8698,Mushroom
366.4,19.8,103.7,8.1,0.04,0.48,0.94,8.9,2.17,66.23,64.79,15.6637,Mushroom
289.4,22.4,189.4,8.0,0.06,0.81,0.91,7.81,2.14,68.27,58.47,22.6117,Mushroom
276.4,26.7,313.6,7.9,0.04,0.78,0.76,6.76,4.13,61.88,69.17,22.9922,Mushroom
319.5,28.8,229.8,7.7,0.08,0.66,0.71,4.81,3.17,61.44,68.66,22.5748,Mushroom
414.5,24.1,218.8,7.6,0.09,0.65,0.68,12.1,2.19,56.24,57.84,18.1835,Mushroom
403.8,21.8,174.5,7.7,0.06,0.61,0.64,11.8,4.18,53.03,63.89,15.8734,Mushroom
288.4,29.5,121.4,7.8,0.05,0.49,0.58,10.4,3.19,50.68,60.44,20.3164,Mushroom
378.8,27.8,178.8,7.9,0.04,0.73,0.77,7.9,2.14,52.82,59.86,22.5592,Mushroom
315.7,31.4,274.5,8.3,0.08,0.53,0.18,9.4,1.89,54.11,64.16,19.9764,Mushroom
473.4,25.6,196.1,7.3,0.07,0.87,0.18,11.4,0.74,58.99,68.99,16.6743,Mushroom
489.5,20.9,201.6,7.7,0.06,0.93,0.69,11.4,0.93,46.48,68.09,16.0145,Mushroom
578.4,21.3,212.8,7.8,0.06,1.2,0.22,9.1,0.78,52.13,62.06,19.0266,Mushroom
589.4,14.3,224.5,7.9,0.08,1.28,0.23,11.3,0.79,51.23,59.32,18.0278,Mushroom
472.3,23.9,182.5,7.9,0.07,0.97,0.17,11.3,0.76,47.57,67.34,18.8021,Mushroom
618.5,76.7,425.6,7.3,0.17,1.51,0.58,7.1,0.79,71.6,55.04,16.5057,Mushroom
587.4,27.3,459.2,7.8,0.2,1.24,0.78,4.8,0.81,37.4,59.65,20.9222,Mushroom
623.8,22.4,324.8,7.3,0.15,1.26,0.84,9.0,1.11,48.62,67.0,22.5554,Mushroom
578.4,19.2,515.2,7.3,0.16,1.17,0.61,4.8,0.77,63.88,69.3,22.2586,Mushroom
612.4,40.5,560.1,7.6,0.22,1.2,0.67,9.2,8.7,66.36,58.01,18.2748,Mushroom
152.6,28.9,78.9,7.8,0.43,0.15,0.2,5.38,0.64,50.96,66.35,20.176,Mushroom
512.4,21.3,313.8,7.4,0.18,1.32,0.42,9.23,0.9,58.54,64.62,15.0955,Mushroom
598.9,18.6,167.4,7.4,0.17,1.56,0.68,5.27,0.81,66.28,67.17,18.0101,Mushroom
567.4,19.2,138.4,7.2,0.15,1.18,0.35,8.0,0.84,53.88,57.31,17.5838,Mushroom
379.8,26.4,425.6,7.6,0.1,0.79,0.44,9.21,0.72,55.5,57.69,16.4837,Mushroom
589.8,7.2,515.2,7.1,0.37,1.87,1.14,7.8,1.5,58.04,58.92,15.9406,Mushroom
