N,P,K,pH,EC,OC,Cu,Fe,Mn,Rainfall,Humidity,Temperature,Label
270.4,9.7,111.4,6.4,0.07,0.32,0.48,7.1,2.9,71.12,66.18,20.5949,Kashmiri_Chilli
518.8,18.4,178.4,6.6,0.06,0.94,0.49,6.1,7.1,69.24,58.2,15.8466,Kashmiri_Chilli
488.5,19.7,98.5,6.2,0.03,0.87,0.84,9.1,6.0,67.35,66.23,17.4652,Kashmiri_Chilli
476.8,20.8,128.4,6.9,0.08,0.81,0.97,10.4,5.1,67.15,60.73,17.4176,Kashmiri_Chilli
374.5,11.4,313.4,7.2,0.04,0.67,0.91,11.4,4.1,65.97,60.61,15.6803,Kashmiri_Chilli
408.5,21.4,136.8,6.5,0.05,0.83,0.81,12.8,3.1,73.62,56.32,22.9846,Kashmiri_Chilli
299.4,8.1,188.4,6.3,0.07,0.49,0.78,7.1,2.1,54.14,60.49,15.9777,Kashmiri_Chilli
344.5,9.1,197.8,7.1,0.1,0.53,0.76,8.1,4.1,69.71,64.7,19.411,Kashmiri_Chilli
338.4,16.8,79.5,6.4,0.07,0.79,0.87,12.4,3.1,51.09,76.79,18.9619,Kashmiri_Chilli
289.4,14.7,104.5,6.9,0.04,0.54,0.94,11.1,6.9,86.6,64.5,15.289,Kashmiri_Chilli
276.7,12.4,89.4,6.1,0.09,0.67,0.76,10.1,7.1,76.69,76.68,18.0928,Kashmiri_Chilli
310.4,10.9,212.8,6.7,0.04,0.54,0.67,8.1,4.1,61.73,59.04,15.9599,Kashmiri_Chilli
504.5,9.7,179.4,6.2,0.05,0.78,0.57,11.7,5.1,71.35,63.79,15.2322,Kashmiri_Chilli
476.8,14.5,106.4,6.5,0.08,0.84,0.63,7.1,4.2,63.16,69.21,18.4849,Kashmiri_Chilli
489.4,17.8,237.5,7.2,0.1,0.71,0.5,9.1,3.9,42.67,59.24,17.5473,Kashmiri_Chilli
289.5,9.4,313.4,7.5,0.09,0.45,0.71,8.7,2.7,75.37,77.83,16.559,Green_Tea
254.5,10.4,288.4,6.3,0.04,0.31,0.47,7.4,4.8,78.39,76.3,20.7417,Green_Tea
188.8,13.7,139.4,7.1,0.06,0.24,0.69,11.8,6.1,43.26,75.23,19.8309,Green_Tea
337.4,18.7,147.5,6.8,0.09,0.88,0.83,8.0,6.2,60.33,74.27,15.181,Green_Tea
436.4,14.8,117.4,6.2,0.07,0.76,0.96,14.1,3.8,82.6,74.48,22.5614,Green_Tea
458.4,21.4,79.8,7.4,0.04,0.57,0.49,9.1,2.9,60.64,57.43,19.3642,Green_Tea
789.4,16.8,134.4,6.3,0.12,1.3,0.78,12.0,1.5,60.66,59.89,20.0692,Green_Tea
672.1,18.3,173.6,6.5,0.11,1.3,1.7,9.0,2.2,51.08,71.69,16.1071,Green_Tea
612.5,9.6,151.2,7.1,0.09,1.45,0.88,9.0,1.1,83.75,56.02,15.9111,Green_Tea
597.4,5.1,166.8,6.1,0.04,1.0,0.56,6.2,1.7,76.21,61.84,21.3666,Green_Tea
584.2,11.1,143.3,7.0,0.04,1.2,0.44,9.0,1.7,71.36,71.64,17.026,Green_Tea
489.4,13.4,178.9,6.7,0.11,0.89,0.89,8.0,1.9,75.77,64.84,18.3391,Green_Tea
494.5,18.9,414.5,6.2,0.07,0.74,0.76,5.1,2.1,47.76,56.58,21.8195,Green_Tea
538.4,5.6,346.5,6.1,0.08,0.91,0.54,9.0,2.0,72.0,77.02,22.6745,Green_Tea
581.4,7.8,128.9,5.9,0.09,0.94,0.63,14.0,1.8,78.78,65.76,19.931,Green_Tea
526.4,9.1,138.9,7.3,0.13,0.86,0.61,6.0,1.6,73.22,60.14,22.6087,Green_Tea
467.3,13.8,143.6,7.2,0.12,0.81,0.52,12.0,1.8,61.36,74.14,17.6394,Green_Tea
495.4,12.6,176.8,7.1,0.1,0.76,0.48,9.0,1.0,79.2,74.43,16.6447,Green_Tea
488.2,11.3,168.4,7.0,0.06,0.78,0.67,8.0,1.5,78.49,72.96,15.8332,Green_Tea
348.2,16.4,139.1,6.8,0.07,0.43,0.52,9.0,1.2,86.12,61.22,15.0959,Green_Tea
473.4,6.9,178.2,6.6,0.09,0.72,0.49,8.0,6.7,60.12,73.63,17.3699,Green_Tea
439.4,42.9,439.4,6.2,0.06,1.3,1.0,16.5,9.2,54.59,63.41,22.2189,Green_Tea
313.6,43.8,212.8,7.3,0.05,0.23,0.89,12.8,2.4,70.71,70.9,19.5399,Green_Tea
125.4,21.5,291.2,7.4,0.1,0.15,0.97,13.2,2.7,56.89,67.19,22.541,Green_Tea
282.2,22.8,336.0,7.2,0.06,0.38,0.74,13.8,6.0,62.3,77.99,18.1554,Green_Tea
437.8,32.0,100.8,6.4,0.01,1.3,0.7,14.8,4.5,68.26,72.89,21.9549,Green_Tea
282.2,22.2,188.1,7.1,0.02,0.18,1.6,5.5,8.9,65.21,73.14,16.3147,Green_Tea
188.1,35.6,284.5,7.2,0.04,0.46,0.48,11.4,6.0,80.3,72.68,16.6949,Green_Tea
284.5,30.3,439.0,7.4,0.03,0.53,0.73,18.3,4.4,61.44,71.47,19.8211,Green_Tea
439.4,29.4,224.5,6.9,0.04,0.25,1.2,12.7,4.4,71.25,72.16,22.7952,Green_Tea
439.4,42.9,439.4,6.2,0.06,1.3,1.0,16.5,9.2,74.72,64.05,16.1231,Green_Tea
313.5,29.4,289.9,6.8,0.1,0.41,0.94,6.0,1.8,74.25,67.25,20.3103,Green_Tea
289.9,33.5,313.6,7.2,0.04,0.4,0.54,13.8,2.5,68.48,71.49,20.9175,Green_Tea
476.6,21.5,476.8,6.7,0.02,1.0,0.7,15.9,4.8,57.52,58.49,17.5505,Green_Tea
212.8,33.8,212.8,7.1,0.04,0.29,1.1,22.4,5.8,76.45,56.19,19.5177,Green_Tea
318.7,27.3,318.7,7.2,0.09,0.69,0.86,6.8,2.8,73.32,74.64,15.8655,Green_Tea
313.6,24.5,163.8,7.2,0.07,0.78,0.89,16.8,3.1,57.8,63.72,18.9266,Green_Tea
278.4,21.5,179.4,7.1,0.06,0.48,0.66,14.7,2.1,58.61,74.2,19.9458,Green_Tea
250.4,28.7,213.8,7.6,0.05,0.37,0.74,12.8,1.1,66.84,66.62,16.314,Green_Tea
289.4,25.4,287.4,7.8,0.04,0.48,0.61,11.4,4.1,83.79,62.37,20.9572,Green_Tea
259.4,18.8,140.8,7.1,0.06,0.38,1.1,7.4,3.1,61.11,70.81,22.2103,Green_Tea
250.4,23.4,133.4,7.0,0.08,0.28,0.98,8.7,1.1,42.97,65.19,18.6897,Green_Tea
156.5,21.8,125.8,6.7,0.07,0.18,0.84,7.4,2.1,64.94,69.71,15.0068,Green_Tea
189.4,20.4,307.8,6.8,0.06,0.37,0.747,11.8,3.1,61.47,56.31,18.789,Green_Tea
289.4,17.8,287.4,6.9,0.04,0.44,0.58,9.4,4.1,82.11,61.01,20.9638,Green_Tea
272.4,13.1,134.5,6.9,0.04,0.51,0.47,6.5,2.1,64.88,60.01,22.3973,Green_Tea
276.4,14.8,222.5,6.5,0.04,0.48,0.51,8.7,3.1,89.34,64.03,21.4369,Green_Tea
294.7,21.4,179.4,6.7,0.06,0.57,0.52,4.7,2.1,66.04,77.1,22.4265,Green_Tea
298.4,29.8,389.5,6.8,0.07,0.52,0.55,8.9,1.8,54.94,76.31,19.8647,Green_Tea
556.5,29.4,145.6,5.9,0.05,1.82,0.54,16.8,2.77,60.55,64.92,19.3141,Green_Tea
578.4,34.6,174.7,5.8,0.05,1.5,0.47,17.1,3.33,65.8,67.45,17.5188,Green_Tea
534.8,33.4,180.4,6.3,0.09,1.09,0.24,19.4,4.3,82.71,62.13,15.4783,Green_Tea
467.5,30.3,224.1,5.7,0.08,1.1,0.89,16.4,3.4,70.79,75.41,22.2879,Green_Tea
512.8,28.4,112.1,6.6,0.06,1.23,0.64,16.2,2.94,72.63,75.91,21.6552,Green_Tea
223.5,26.2,238.5,5.4,0.09,0.32,0.67,16.2,3.45,50.57,76.14,22.8973,Green_Tea
374.3,29.7,187.4,6.9,0.07,0.74,0.46,17.3,5.1,69.75,75.73,17.6109,Green_Tea
330.3,32.0,190.4,6.1,0.1,0.86,0.94,15.0,3.8,66.78,65.51,18.8883,Green_Tea
538.4,37.1,191.5,6.4,0.09,1.04,0.49,14.2,2.97,80.36,73.69,19.9905,Green_Tea
389.1,27.3,180.4,5.6,0.02,0.89,1.31,20.1,7.2,60.79,61.63,22.205,Green_Tea
374.5,49.5,537.6,5.7,0.06,0.66,3.04,16.0,2.0,72.71,71.68,22.7894,Green_Tea
594.5,7.8,180.5,5.2,0.03,1.12,0.76,17.2,1.84,77.94,68.48,20.0301,Green_Tea
597.5,38.2,187.5,5.4,0.04,1.24,0.96,16.0,1.94,52.33,57.73,22.4745,Green_Tea
613.8,32.9,560.1,6.7,0.34,1.96,2.2,16.3,2.18,72.42,68.86,20.145,Green_Tea
572.4,6.9,126.5,5.4,0.03,0.97,0.7,9.8,2.2,70.5,61.6,19.3861,Green_Tea
584.5,23.7,134.4,5.5,0.04,0.97,1.16,19.0,1.94,67.62,71.09,21.9736,Green_Tea
346.5,7.0,106.4,5.4,0.05,0.69,0.36,17.0,2.18,67.09,57.21,20.8379,Green_Tea
581.4,6.4,140.1,5.5,0.03,1.02,0.38,12.6,2.22,63.2,64.61,17.9329,Green_Tea
613.5,4.4,138.8,5.8,0.03,1.0,0.46,12.6,2.4,55.89,63.04,20.2848,Green_Tea
567.3,11.3,171.3,5.3,0.04,0.91,0.9,15.5,4.06,80.42,58.27,22.9085,Green_Tea
597.3,51.4,246.2,5.6,0.04,1.17,1.48,16.4,4.46,70.8,69.45,21.922,Green_Tea
473.5,28.9,123.4,5.8,0.08,0.52,0.98,18.9,1.84,58.2,63.87,15.6805,Green_Tea
467.5,21.4,414.8,8.0,0.08,0.67,0.51,18.62,4.04,58.83,62.91,15.856,Green_Tea
477.4,31.4,289.4,6.8,0.04,0.47,0.86,14.0,6.0,75.68,72.19,22.8535,Green_Tea
371.4,16.4,313.7,7.4,0.09,0.48,0.96,9.18,2.8,74.96,64.61,18.1569,Green_Tea
388.4,26.5,280.4,6.3,0.08,0.74,0.77,13.57,6.47,64.08,63.88,20.1144,Green_Tea
387.4,6.8,289.8,6.8,0.1,0.74,1.08,18.99,6.89,55.91,71.16,21.166,Green_Tea
313.8,39.4,65.0,6.4,0.05,0.81,0.63,14.95,4.0,38.91,66.65,15.1205,Green_Tea
294.5,21.4,348.5,6.0,0.05,0.82,0.75,9.85,7.84,60.69,74.99,22.7518,Green_Tea
274.5,16.8,89.1,6.7,0.05,0.59,0.6,16.0,3.29,55.53,71.47,19.5724,Green_Tea
304.1,22.4,201.6,5.9,0.03,0.65,0.67,6.0,3.86,50.7,77.67,17.028,Green_Tea
288.4,16.7,94.8,6.6,0.01,0.71,0.64,6.0,4.25,67.73,59.9,18.473,Green_Tea
215.4,22.7,131.5,6.6,0.08,0.33,1.2,13.9,3.8,64.63,67.95,17.4798,Green_Tea
256.4,23.4,87.8,6.9,0.07,0.35,1.2,17.7,8.5,90.19,70.78,18.5292,Green_Tea
231.4,21.4,92.4,7.0,0.04,0.38,0.4,16.8,4.0,87.06,69.31,22.495,Green_Tea
204.8,18.4,76.5,7.1,0.07,0.38,1.7,15.4,6.8,71.12,67.27,16.2856,Green_Tea
188.4,23.4,103.5,7.2,0.09,0.37,1.1,14.2,5.9,77.19,59.82,20.8111,Green_Tea
210.8,29.8,141.5,7.4,0.07,0.21,1.0,13.8,4.8,59.08,60.43,21.9544,Green_Tea
315.8,28.4,114.5,7.6,0.06,0.26,1.2,12.9,6.7,50.87,67.17,16.135,Green_Tea
443.5,14.5,96.4,6.6,0.09,0.51,1.1,11.8,7.7,71.66,60.25,21.9451,Green_Tea
406.8,31.5,101.4,6.2,0.1,0.78,1.6,13.8,6.48,61.84,57.26,17.7616,Green_Tea
346.8,41.4,89.6,7.2,0.12,0.69,0.84,20.2,1.16,77.87,57.98,21.613,Green_Tea
349.5,16.6,145.6,7.6,0.13,0.42,1.23,27.8,1.53,66.3,67.99,16.923,Green_Tea
417.8,34.8,148.8,7.9,0.08,0.61,1.35,26.5,3.34,68.63,66.57,18.4072,Green_Tea
485.4,29.9,179.2,7.4,0.08,0.75,1.4,25.7,3.56,63.23,59.59,16.1951,Green_Tea
401.3,16.8,100.8,7.3,0.07,0.61,1.33,25.6,2.11,68.61,63.04,17.9716,Green_Tea
256.7,17.7,112.0,7.2,0.04,0.31,1.28,24.6,1.52,74.84,59.8,22.8254,Green_Tea
297.4,37.9,112.6,6.4,0.02,0.66,1.5,16.3,4.7,47.13,68.6,16.2608,Green_Tea
510.9,28.9,125.3,6.5,0.03,1.3,1.81,17.3,6.6,90.17,77.56,15.4297,Green_Tea
304.5,13.6,73.9,6.1,0.04,0.4,2.28,34.5,2.2,71.12,57.25,16.679,Green_Tea
215.5,10.6,50.4,7.9,0.02,0.3,0.82,4.9,1.03,49.33,72.62,22.1452,Green_Tea
212.5,19.4,123.2,6.4,0.1,0.27,2.6,22.2,8.0,63.27,71.1,18.8221,Green_Tea
212.7,13.7,87.4,6.8,0.08,0.28,2.7,18.4,6.0,69.75,65.28,15.8713,Green_Tea
314.5,18.4,97.3,6.6,0.07,0.41,1.6,17.1,9.0,78.04,67.99,15.6441,Green_Tea
256.4,19.8,94.5,6.7,0.06,0.37,2.4,16.4,4.6,66.79,69.32,19.4376,Green_Tea
256.4,19.8,94.5,6.7,0.06,0.37,2.4,16.4,4.6,75.39,63.71,18.7204,Green_Tea
317.8,14.6,86.5,6.9,0.05,0.44,1.8,14.4,8.9,67.3,64.88,19.0109,Green_Tea
204.5,21.4,101.5,7.2,0.04,0.25,1.9,16.7,5.6,79.9,67.37,15.5402,Green_Tea
158.5,34.5,108.5,7.1,0.05,0.28,2.5,15.8,3.4,68.36,63.28,18.3001,Green_Tea
213.8,14.5,62.7,7.1,0.02,0.31,1.5,19.7,8.0,69.88,62.64,22.1067,Green_Tea
376.4,12.8,106.4,7.2,0.03,0.6,1.9,18.7,8.0,91.32,77.37,17.4895,Green_Tea
254.5,39.9,99.6,7.4,0.02,0.24,2.3,23.1,9.0,67.1,74.45,19.1163,Green_Tea
189.4,38.4,111.5,6.4,0.06,0.27,2.6,14.7,4.7,58.74,76.64,17.5792,Green_Tea
358.4,9.4,176.4,6.9,0.02,0.43,2.4,20.4,3.8,68.78,66.47,16.0565,Green_Tea
206.5,10.1,121.4,7.2,0.06,0.29,2.3,21.7,4.81,74.5,58.52,15.0551,Green_Tea
275.4,13.8,100.8,7.4,0.07,0.33,3.2,24.6,5.16,68.02,76.72,17.004,Green_Tea
386.9,16.8,108.4,7.8,0.16,0.83,0.67,23.8,3.7,58.12,66.7,17.5332,Green_Tea
206.7,36.7,168.0,7.3,0.07,0.32,1.28,25.4,3.68,67.41,75.27,17.9083,Green_Tea
289.5,21.4,113.5,7.9,0.08,0.57,0.89,19.8,4.8,62.6,69.25,18.0983,Green_Tea
158.4,40.1,145.6,6.9,0.05,0.34,1.33,25.7,3.8,55.11,58.98,17.7621,Green_Tea
154.5,37.8,289.4,7.2,0.05,0.29,0.54,16.7,3.6,56.53,76.15,22.2287,Green_Tea
414.6,43.4,267.3,7.0,0.09,0.63,1.37,18.9,2.8,82.45,70.49,16.2162,Green_Tea
485.4,29.9,179.2,7.4,0.08,0.75,1.4,25.7,3.56,75.45,63.62,16.0745,Green_Tea
401.3,16.8,100.8,7.3,0.07,0.6,1.33,25.6,2.11,78.4,59.59,19.7043,Green_Tea
256.7,17.7,112.0,7.2,0.04,0.3,1.28,24.6,1.52,71.44,76.94,15.9419,Green_Tea
467.8,36.5,245.1,6.6,0.06,0.71,1.64,15.4,2.8,54.51,67.0,19.6707,Green_Tea
381.1,36.5,112.0,6.8,0.07,0.72,1.47,27.5,2.37,86.17,77.46,17.4861,Green_Tea
373.6,15.5,168.0,6.7,0.04,0.79,1.42,26.6,3.23,78.54,63.55,17.613,Green_Tea
304.8,39.3,146.7,7.0,0.06,0.54,1.37,26.2,4.67,67.46,72.54,20.5794,Green_Tea
238.4,33.2,189.4,6.7,0.08,0.38,1.89,21.3,3.9,71.38,62.48,20.772,Green_Tea
286.5,28.9,132.5,6.8,0.05,0.59,1.45,28.1,4.3,61.88,64.33,15.2154,Green_Tea
346.8,41.4,89.6,7.2,0.12,0.69,0.84,20.2,1.16,67.88,63.56,16.7433,Green_Tea
417.8,34.8,148.8,7.9,0.08,0.61,1.35,26.5,3.34,62.47,59.92,16.1225,Green_Tea
349.5,56.6,145.6,7.6,0.13,0.42,1.23,27.8,1.53,65.15,65.0,15.2223,Green_Tea
306.7,35.8,189.6,6.7,0.04,0.64,1.67,26.3,2.1,49.65,58.14,15.8653,Green_Tea
289.4,40.1,145.6,7.1,0.05,0.49,1.48,28.1,7.41,79.9,57.29,21.5795,Green_Tea
201.5,26.9,235.4,6.2,0.06,0.31,1.58,20.4,2.6,72.96,62.36,22.8438,Green_Tea
367.5,43.5,267.8,6.3,0.07,0.87,1.31,18.9,2.9,58.57,58.81,15.9294,Green_Tea
156.4,8.1,77.2,6.8,0.14,0.18,1.7,12.2,4.2,63.25,66.59,22.3844,Green_Tea
251.3,4.4,90.7,6.5,0.1,0.33,2.2,19.6,1.9,72.86,60.05,21.609,Green_Tea
376.3,21.5,99.6,6.4,0.05,0.27,1.7,12.2,4.2,62.87,73.19,18.5364,Green_Tea
309.5,15.1,93.1,7.2,0.11,0.7,1.6,10.7,2.4,69.18,68.14,22.1962,Green_Tea
333.6,85.5,261.5,6.8,0.1,0.71,2.4,20.9,4.0,71.3,67.95,19.6181,Green_Tea
408.6,38.0,150.0,7.7,0.13,0.73,1.6,25.5,2.5,77.12,77.41,22.9328,Green_Tea
317.4,19.6,42.5,6.6,0.04,0.46,2.3,12.1,1.27,72.4,73.06,20.2363,Green_Tea
161.4,14.5,56.7,6.7,0.04,0.19,1.3,8.1,1.7,70.21,57.01,22.101,Green_Tea
619.5,75.6,579.6,5.2,0.62,1.6,3.1,15.1,8.0,82.66,65.92,18.5446,Green_Tea
313.6,28.4,224.8,6.7,0.08,0.84,0.88,13.3,7.9,46.79,60.38,20.8389,Green_Tea
346.4,24.5,204.5,6.4,0.09,0.57,0.95,14.5,2.4,49.28,65.09,21.9149,Green_Tea
387.4,6.8,289.5,6.8,0.1,0.74,1.0,18.9,6.8,66.64,64.86,15.2497,Green_Tea
313.8,39.4,613.6,6.4,0.05,0.81,0.63,14.9,4.0,85.09,68.1,18.8239,Green_Tea
280.8,8.1,313.8,6.9,0.07,0.94,0.38,7.0,8.1,73.41,70.77,18.517,Green_Tea
281.4,8.9,384.5,7.7,0.06,0.91,0.04,7.8,3.4,64.57,62.93,19.355,Green_Tea
294.5,21.4,548.5,6.0,0.05,0.82,0.75,9.8,7.8,55.39,59.61,16.0151,Green_Tea
376.4,28.7,660.8,7.0,0.07,0.81,0.8,11.0,5.8,56.14,72.04,22.9023,Green_Tea
388.4,26.5,280.4,6.3,0.08,0.74,0.77,13.5,6.47,56.57,70.48,18.8982,Green_Tea
417.5,49.5,239.4,6.5,0.09,0.78,0.78,7.6,4.9,62.03,77.82,22.922,Green_Tea
467.5,21.4,414.8,8.0,0.08,0.67,0.51,18.6,4.0,60.28,56.92,18.0541,Green_Tea
414.5,25.4,299.4,7.9,0.07,0.54,0.77,9.0,4.4,54.65,74.8,18.2851,Green_Tea
507.5,27.4,317.4,5.8,0.06,0.51,0.46,8.0,8.3,41.8,62.49,22.1604,Green_Tea
477.4,31.4,289.4,6.8,0.04,0.47,0.86,14.0,6.0,73.51,73.49,22.1793,Green_Tea
407.8,36.4,245.4,6.7,0.03,0.59,0.7,10.7,4.4,83.65,58.19,17.3274,Mustard
389.5,28.4,221.4,6.6,0.05,0.54,0.79,13.1,4.1,54.77,74.84,17.7032,Mustard
368.4,7.4,289.4,7.2,0.08,0.41,0.84,14.1,3.8,56.56,67.59,18.7404,Mustard
371.4,16.4,313.2,7.4,0.09,0.48,0.96,9.1,2.8,72.34,77.44,19.2921,Mustard
313.6,24.5,320.5,6.9,0.08,0.72,0.84,13.8,2.1,59.96,62.32,19.0212,Mustard
322.4,21.5,212.8,7.2,0.07,0.86,0.54,15.7,3.5,68.86,75.46,17.7725,Mustard
414.8,18.7,122.5,7.8,0.09,0.49,0.67,11.8,2.7,60.46,62.27,16.7534,Mustard
476.5,26.4,189.5,7.4,0.05,0.58,0.89,9.7,8.1,81.38,74.97,18.9038,Mustard
289.4,29.8,176.4,6.8,0.4,0.46,0.91,7.4,1.4,69.05,57.95,21.7052,Mustard
288.4,16.7,94.8,6.6,0.01,0.71,0.64,6.0,4.2,64.94,72.61,17.3553,Mustard
313.4,19.9,116.4,6.8,0.04,0.67,0.72,9.0,2.3,61.8,67.02,19.5204,Mustard
304.1,22.4,201.6,5.9,0.03,0.65,0.67,6.0,3.58,50.29,58.27,18.6638,Mustard
300.5,18.8,67.2,6.6,0.08,0.48,0.95,6.0,3.98,76.58,64.75,15.7367,Mustard
297.5,19.9,232.2,6.1,0.09,0.71,0.88,6.0,3.76,59.9,71.21,19.2064,Mustard
288.4,20.4,156.4,6.8,0.07,0.48,0.62,9.0,1.6,78.65,59.67,21.4633,Mustard
274.5,16.8,89.1,6.7,0.05,0.59,0.6,16.0,3.2,72.77,61.28,18.8255,Mustard
268.4,14.8,97.4,6.5,0.09,0.58,0.68,5.5,2.7,82.62,63.69,20.3525,Mustard
288.4,13.7,99.1,7.1,0.07,0.67,0.33,7.1,4.1,60.1,57.87,22.5987,Mustard
278.4,12.1,104.5,7.2,0.06,0.62,0.47,6.1,3.1,53.43,77.34,22.928,Mustard
291.4,11.9,109.8,7.0,0.08,0.73,0.57,5.1,2.1,77.99,73.91,21.3262,Mustard
348.4,8.4,121.4,7.0,0.04,0.84,0.84,7.1,4.1,83.02,69.92,19.0695,Mustard
313.4,13.4,101.4,6.8,0.09,0.49,0.71,9.1,3.1,81.75,72.12,16.4943,Mustard
308.8,14.8,96.4,6.4,0.1,0.43,0.57,10.1,2.1,80.0,58.0,16.5538,Mustard
589.5,15.1,156.8,6.7,0.06,1.3,0.36,17.3,5.25,74.87,66.07,22.5044,Mustard
533.1,7.6,125.4,6.8,0.06,1.1,0.41,11.3,4.2,60.08,74.53,15.9445,Mustard
153.6,17.4,126.7,6.3,0.04,0.33,0.37,12.4,4.8,71.37,70.75,22.4408,Mustard
188.1,6.4,129.3,6.4,0.03,0.4,0.39,10.9,3.7,76.51,67.07,21.6106,Mustard
228.9,8.1,99.6,6.3,0.02,0.48,0.4,11.7,3.2,68.06,61.27,15.0981,Mustard
374.3,17.4,126.8,5.2,0.09,0.44,1.08,10.4,3.0,64.51,71.12,21.9237,Mustard
378.5,44.6,117.6,7.3,0.07,0.57,0.97,11.4,1.8,78.02,64.32,17.7431,Mustard
687.4,40.3,380.8,4.6,0.41,1.35,1.21,7.4,0.89,57.87,69.23,18.2785,Mustard
589.2,67.9,537.6,4.3,0.57,1.32,0.89,6.8,0.47,73.83,73.51,20.416,Mustard
313.6,8.5,89.6,6.2,0.04,0.4,0.48,5.9,0.23,54.08,63.17,22.9409,Mustard
578.4,7.3,235.2,6.4,0.04,1.2,0.76,4.7,0.76,73.21,72.38,20.5747,Mustard
589.2,8.6,235.2,5.8,0.05,1.23,0.81,6.7,0.54,94.06,60.38,21.1543,Mustard
593.7,8.2,78.4,6.1,0.03,1.28,1.32,6.7,0.73,74.91,66.62,18.5584,Mustard
579.4,6.4,88.9,5.9,0.08,1.16,1.47,8.4,0.81,77.4,73.36,15.605,Mustard
598.7,8.9,78.6,5.8,0.09,1.2,1.23,9.2,0.96,80.68,72.84,19.5636,Mustard
578.4,9.4,59.5,5.6,0.08,0.96,0.85,6.1,1.21,56.02,74.35,18.3164,Mustard
346.8,8.1,89.6,5.7,0.04,0.6,0.26,7.2,1.08,61.31,56.09,21.3141,Mustard
497.8,20.4,212.4,6.8,0.09,0.87,0.31,8.2,1.23,50.28,64.19,22.2459,Mustard
582.4,26.5,289.4,5.6,0.04,1.27,0.38,7.6,0.86,57.72,67.13,21.0006,Mustard
589.9,16.8,88.4,5.3,0.08,0.96,0.39,7.2,0.93,72.44,77.62,17.0918,Mustard
612.8,31.6,448.0,4.9,0.07,1.8,0.71,4.6,0.76,56.73,69.4,22.8457,Mustard
587.7,24.7,616.7,5.8,0.04,1.35,0.54,7.7,0.74,72.38,77.45,22.7672,Mustard
576.4,12.3,76.4,5.6,0.06,0.92,0.63,6.8,0.83,55.59,64.17,19.1887,Mustard
608.9,8.4,67.2,5.7,0.04,1.76,0.71,7.2,0.57,75.32,58.76,20.2189,Mustard
489.4,7.8,89.4,6.2,0.09,0.84,0.81,7.9,0.68,55.07,58.33,15.5222,Mustard
376.4,20.7,134.4,5.8,0.05,0.67,0.82,13.1,2.2,72.62,72.11,22.1848,Mustard
356.8,14.3,156.8,5.7,0.03,0.66,0.68,11.6,1.6,65.21,61.18,17.5687,Mustard
448.4,5.1,168.0,5.8,0.03,0.84,0.74,13.2,2.1,55.25,71.31,22.4055,Mustard
467.5,7.2,200.4,6.0,0.03,0.87,0.64,14.1,1.6,50.84,67.55,16.2471,Mustard
363.8,4.9,212.8,5.7,0.13,0.63,0.68,13.2,2.1,76.88,74.33,17.91,Mustard
453.8,11.5,190.4,5.7,0.04,0.85,0.86,12.7,2.0,49.01,65.25,20.1207,Mustard
579.8,9.1,313.6,5.5,0.06,1.35,3.0,18.4,3.9,86.1,72.1,19.3373,Mustard
582.7,8.9,201.6,6.0,0.08,1.18,0.91,13.0,2.4,64.94,63.49,16.3741,Mustard
461.3,5.9,230.7,6.2,0.06,0.84,0.51,13.9,1.8,60.28,60.51,15.7645,Mustard
588.6,11.3,380.8,5.7,0.11,1.65,2.5,18.2,3.0,59.23,77.26,22.1624,Mustard
585.8,29.2,100.8,5.7,0.08,1.98,1.08,11.6,1.98,68.14,68.47,22.9955,Mustard
576.3,26.3,184.8,5.2,0.09,0.99,1.92,18.6,3.5,64.09,71.2,17.7942,Mustard
546.7,29.7,123.2,5.9,0.12,0.93,0.98,16.2,2.2,81.26,72.15,20.3954,Mustard
581.3,26.2,125.4,6.6,0.14,1.26,0.82,10.4,1.4,55.51,56.14,17.029,Mustard
486.2,33.5,131.0,6.3,0.06,0.73,0.96,11.2,1.7,67.53,58.95,18.6978,Mustard
567.3,24.1,156.8,6.1,0.09,1.24,0.84,13.3,2.1,56.85,57.34,17.0198,Mustard
577.4,28.6,179.2,5.8,0.05,0.96,0.93,14.0,2.3,60.28,76.34,22.1879,Mustard
489.3,28.4,156.7,6.1,0.07,0.73,0.76,13.8,2.0,57.12,66.05,20.2393,Mustard
594.5,30.9,152.3,5.8,0.13,1.02,0.94,13.2,2.2,85.04,64.84,16.5804,Mustard
628.3,20.2,153.8,6.4,0.06,2.1,0.24,9.3,2.1,55.87,63.47,20.0845,Mustard
456.8,18.4,146.8,6.2,0.08,0.72,0.38,17.6,3.1,53.03,63.13,18.9518,Mustard
414.8,19.2,137.6,6.7,0.09,0.68,0.46,14.5,1.8,66.51,67.83,15.6161,Mustard
586.5,16.9,62.7,7.5,0.07,1.3,0.41,11.5,4.1,56.01,59.06,19.2953,Mustard
473.5,23.7,60.4,6.9,0.09,0.87,0.39,9.7,3.7,62.06,59.03,17.8178,Mustard
346.7,17.4,56.1,6.8,0.11,0.53,0.35,8.8,3.5,84.35,71.37,22.5902,Mustard
372.8,12.3,71.6,7.5,0.15,0.63,0.33,10.5,4.1,63.73,77.13,20.4516,Mustard
412.5,12.2,63.8,6.6,0.08,0.74,0.42,11.2,3.2,63.34,68.92,16.5,Mustard
421.5,14.1,45.9,6.5,0.14,0.75,0.36,9.6,3.1,62.77,70.14,19.5488,Mustard
